HEADER 
n 1000
p 50
/HEADER 
288,0
595,0
692,0
346,0
545,0
427,0
176,0
610,0
206,0
276,0
359,0
209,0
133,0
87,0
328,0
481,0
113,0
624,0
707,0
400,0
340,0
90,0
170,0
252,0
320,0
368,0
119,0
0,1
334,0
406,0
0,1
611,0
269,0
0,1
225,0
83,0
431,0
391,0
682,0
626,0
657,0
310,0
104,0
0,1
387,0
421,0
529,0
489,0
313,0
505,0
158,0
643,0
584,0
318,0
163,0
173,0
675,0
271,0
178,0
278,0
667,0
222,0
157,0
204,0
226,0
372,0
277,0
646,0
0,1
227,0
541,0
678,0
527,0
634,0
726,0
182,0
323,0
524,0
661,0
626,0
297,0
87,0
537,0
150,0
394,0
690,0
312,0
337,0
230,0
480,0
605,0
166,0
691,0
0,1
359,0
185,0
392,0
625,0
100,0
413,0
121,0
631,0
360,0
638,0
533,0
355,0
88,0
125,0
147,0
0,1
0,1
433,0
94,0
547,0
573,0
477,0
506,0
153,0
83,0
725,0
623,0
677,0
159,0
582,0
697,0
508,0
0,1
357,0
402,0
126,0
0,1
513,0
0,1
388,0
419,0
548,0
0,1
497,0
662,0
147,0
504,0
672,0
570,0
587,0
487,0
412,0
333,0
261,0
554,0
405,0
255,0
445,0
351,0
404,0
296,0
316,0
181,0
321,0
662,0
572,0
436,0
690,0
354,0
451,0
347,0
0,1
267,0
347,0
529,0
198,0
484,0
301,0
138,0
323,0
157,0
615,0
724,0
479,0
144,0
547,0
153,0
388,0
261,0
493,0
0,1
546,0
0,1
231,0
136,0
729,0
0,1
562,0
688,0
415,0
281,0
303,0
447,0
538,0
640,0
244,0
725,0
393,0
535,0
132,0
705,0
681,0
0,1
698,0
428,0
148,0
514,0
570,0
526,0
0,1
332,0
576,0
579,0
398,0
0,1
705,0
395,0
137,0
536,0
351,0
541,0
85,0
644,0
257,0
613,0
552,0
490,0
606,0
213,0
293,0
727,0
187,0
243,0
731,0
153,0
661,0
148,0
656,0
500,0
664,0
689,0
100,0
508,0
537,0
487,0
573,0
510,0
151,0
699,0
314,0
491,0
509,0
389,0
403,0
0,1
270,0
224,0
514,0
145,0
426,0
0,1
140,0
602,0
308,0
140,0
0,1
237,0
277,0
670,0
727,0
209,0
628,0
95,0
707,0
433,0
572,0
549,0
211,0
712,0
517,0
515,0
472,0
295,0
173,0
144,0
318,0
432,0
357,0
101,0
566,0
0,1
166,0
696,0
644,0
464,0
104,0
657,0
691,0
371,0
596,0
686,0
570,0
492,0
0,1
546,0
193,0
610,0
363,0
394,0
591,0
148,0
178,0
331,0
432,0
340,0
464,0
0,1
0,1
90,0
110,0
596,0
131,0
265,0
561,0
0,1
719,0
654,0
690,0
678,0
294,0
554,0
632,0
132,0
315,0
671,0
667,0
498,0
550,0
299,0
161,0
409,0
437,0
328,0
729,0
138,0
658,0
462,0
146,0
688,0
542,0
246,0
553,0
662,0
501,0
382,0
695,0
488,0
305,0
654,0
434,0
588,0
477,0
335,0
710,0
0,1
274,0
646,0
548,0
92,0
213,0
698,0
491,0
