1000,3
53,0
52,0
79,0
0,1
43,0
74,0
38,0
43,0
63,0
56,0
0,1
89,0
95,0
0,1
31,0
94,0
51,0
43,0
97,0
0,1
0,1
52,0
53,0
0,1
73,0
0,1
65,0
45,0
35,0
26,0
58,0
83,0
73,0
38,0
86,0
0,1
0,1
25,0
56,0
70,0
77,0
73,0
60,0
73,0
86,0
87,0
67,0
38,0
30,0
65,0
40,0
49,0
0,1
89,0
62,0
87,0
96,0
28,0
32,0
32,0
49,0
86,0
0,1
0,1
24,0
97,0
35,0
32,0
0,1
86,0
98,0
94,0
60,0
58,0
67,0
46,0
45,0
35,0
79,0
71,0
96,0
0,1
0,1
0,1
0,1
78,0
97,0
0,1
0,1
30,0
33,0
51,0
0,1
44,0
69,0
37,0
41,0
0,1
64,0
58,0
87,0
62,0
53,0
47,0
0,1
0,1
89,0
61,0
52,0
69,0
33,0
49,0
84,0
49,0
59,0
89,0
27,0
57,0
90,0
29,0
83,0
24,0
76,0
96,0
63,0
46,0
33,0
99,0
46,0
93,0
58,0
33,0
56,0
0,1
76,0
72,0
28,0
65,0
34,0
76,0
35,0
62,0
25,0
0,1
0,1
80,0
0,1
35,0
38,0
94,0
60,0
0,1
0,1
36,0
0,1
77,0
78,0
46,0
77,0
25,0
39,0
36,0
53,0
91,0
43,0
30,0
63,0
67,0
91,0
93,0
44,0
26,0
55,0
64,0
41,0
63,0
45,0
45,0
93,0
78,0
40,0
53,0
95,0
54,0
85,0
0,1
32,0
63,0
55,0
0,1
83,0
90,0
41,0
37,0
81,0
80,0
62,0
44,0
48,0
54,0
37,0
87,0
75,0
88,0
51,0
0,1
51,0
92,0
57,0
44,0
70,0
93,0
93,0
66,0
47,0
78,0
74,0
75,0
41,0
29,0
80,0
24,0
0,1
0,1
56,0
96,0
97,0
0,1
40,0
45,0
68,0
73,0
32,0
44,0
61,0
79,0
57,0
0,1
71,0
0,1
53,0
42,0
0,1
46,0
0,1
51,0
24,0
78,0
26,0
61,0
0,1
0,1
80,0
0,1
24,0
37,0
0,1
0,1
52,0
55,0
62,0
0,1
28,0
90,0
61,0
85,0
70,0
0,1
94,0
42,0
28,0
47,0
79,0
32,0
89,0
84,0
78,0
0,1
63,0
0,1
70,0
66,0
0,1
50,0
85,0
27,0
83,0
0,1
44,0
35,0
56,0
0,1
51,0
80,0
93,0
0,1
65,0
63,0
26,0
60,0
0,1
49,0
0,1
80,0
77,0
92,0
64,0
55,0
0,1
27,0
55,0
71,0
89,0
58,0
0,1
75,0
80,0
0,1
76,0
25,0
35,0
32,0
27,0
82,0
0,1
0,1
90,0
73,0
79,0
0,1
33,0
80,0
61,0
36,0
60,0
38,0
28,0
25,0
89,0
29,0
48,0
45,0
95,0
38,0
98,0
0,1
0,1
79,0
0,1
84,0
0,1
48,0
0,1
28,0
31,0
24,0
44,0
0,1
92,0
0,1
33,0
25,0
99,0
89,0
56,0
60,0
28,0
80,0
80,0
0,1
0,1
29,0
58,0
99,0
62,0
57,0
0,1
71,0
36,0
29,0
55,0
37,0
73,0
67,0
60,0
99,0
86,0
99,0
0,1
78,0
0,1
48,0
99,0
0,1
38,0
56,0
77,0
62,0
36,0
58,0
75,0
40,0
82,0
33,0
40,0
44,0
85,0
52,0
0,1
0,1
77,0
66,0
54,0
50,0
33,0
0,1
49,0
0,1
0,1
65,0
94,0
32,0
0,1
93,0
49,0
48,0
49,0
26,0
0,1
81,0
80,0
80,0
0,1
62,0
0,1
57,0
0,1
94,0
0,1
0,1
0,1
82,0
78,0
66,0
32,0
0,1
75,0
77,0
28,0
84,0
43,0
0,1
0,1
52,0
0,1
61,0
95,0
61,0
83,0
0,1
42,0
63,0
81,0
59,0
25,0
90,0
0,1
27,0
85,0
0,1
40,0
97,0
97,0
0,1
63,0
30,0
26,0
39,0
0,1
50,0
24,0
46,0
67,0
36,0
93,0
79,0
93,0
89,0
40,0
76,0
89,0
78,0
40,0
71,0
37,0
60,0
62,0
48,0
83,0
48,0
64,0
0,1
45,0
62,0
37,0
0,1
87,0
59,0
44,0
91,0
0,1
63,0
37,0
72,0
95,0
31,0
52,0
88,0
0,1
88,0
64,0
0,1
66,0
99,0
77,0
99,0
60,0
39,0
47,0
44,0
82,0
0,1
62,0
28,0
69,0
95,0
32,0
57,0
55,0
71,0
48,0
59,0
35,0
81,0
32,0
30,0
0,1
79,0
0,1
27,0
67,0
78,0
33,0
34,0
78,0
0,1
33,0
38,0
44,0
76,0
77,0
27,0
83,0
40,0
50,0
52,0
35,0
78,0
0,1
86,0
50,0
52,0
45,0
80,0
33,0
73,0
0,1
41,0
53,0
25,0
63,0
0,1
98,0
92,0
50,0
76,0
97,0
78,0
0,1
41,0
55,0
88,0
63,0
38,0
28,0
0,1
85,0
59,0
87,0
89,0
45,0
37,0
42,0
86,0
0,1
71,0
59,0
24,0
0,1
0,1
44,0
72,0
29,0
43,0
64,0
74,0
0,1
61,0
53,0
30,0
97,0
0,1
0,1
61,0
42,0
42,0
70,0
27,0
96,0
57,0
0,1
41,0
89,0
55,0
28,0
0,1
27,0
83,0
26,0
35,0
91,0
66,0
0,1
0,1
0,1
66,0
90,0
24,0
27,0
44,0
49,0
24,0
48,0
62,0
81,0
85,0
99,0
51,0
0,1
96,0
0,1
25,0
38,0
94,0
75,0
61,0
97,0
97,0
44,0
24,0
32,0
36,0
85,0
34,0
51,0
89,0
95,0
42,0
0,1
0,1
81,0
58,0
42,0
29,0
0,1
24,0
0,1
0,1
71,0
0,1
0,1
75,0
42,0
50,0
70,0
0,1
0,1
67,0
0,1
52,0
86,0
42,0
83,0
72,0
72,0
35,0
61,0
67,0
72,0
70,0
85,0
53,0
28,0
28,0
78,0
44,0
47,0
88,0
60,0
0,1
0,1
72,0
89,0
48,0
0,1
60,0
61,0
30,0
27,0
71,0
77,0
